ticker,trade_date,insider_name,trade_type,shares,price,value,raw_response_preview
ORCL,2025-05-20,Mark Hurd,S - Sale+OE,25000.0,135.75,3393750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Larry Ellison"",
    ""role"": ""Chairman of the Board"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 120.5"
PLTR,2024-11-15,Alex Karp,S - Sale,10000.0,25.5,255000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Alex Karp"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""total_value"
PLTR,2024-12-01,Shyam Sankar,P - Purchase,5000.0,24.75,123750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Alex Karp"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""total_value"
PLTR,2025-01-10,Stephen Cohen,S - Sale+OE,15000.0,26.2,393000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Alex Karp"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""total_value"
PLTR,2025-02-20,Jeffrey H. Wilke,P - Purchase,8000.0,27.1,216800.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Alex Karp"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""total_value"
PLTR,2025-03-15,Alex Karp,S - Sale,12000.0,28.5,342000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Alex Karp"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""total_value"
PLTR,2025-04-05,Shyam Sankar,S - Sale+OE,7000.0,29.3,205100.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Alex Karp"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""total_value"
PLTR,2025-05-22,Stephen Cohen,P - Purchase,6000.0,30.0,180000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Alex Karp"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""total_value"
PYPL,2024-11-15,John Doe,S - Sale,1000.0,50.25,50250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 50.25,
    ""total_value"":"
PYPL,2024-12-01,Jane Smith,P - Purchase,500.0,48.75,24375.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 50.25,
    ""total_value"":"
PYPL,2025-01-10,Robert Johnson,S - Sale+OE,2000.0,52.5,105000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 50.25,
    ""total_value"":"
PYPL,2025-02-20,Emily Davis,P - Purchase,750.0,51.0,38250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 50.25,
    ""total_value"":"
PYPL,2025-03-15,Michael Brown,S - Sale,1500.0,53.25,79875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 50.25,
    ""total_value"":"
PYPL,2025-04-05,Sarah Wilson,S - Sale+OE,1200.0,54.0,64800.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 50.25,
    ""total_value"":"
PYPL,2025-05-22,David Lee,P - Purchase,1000.0,55.5,55500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 50.25,
    ""total_value"":"
TSLA,2024-11-15,Elon Musk,S - Sale,1000000.0,250.0,250000000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Elon Musk"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 250.00,
    ""total_value"":"
TSLA,2024-12-01,Zachary Kirkhorn,P - Purchase,5000.0,245.5,1227500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Elon Musk"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 250.00,
    ""total_value"":"
TSLA,2025-01-10,Elon Musk,S - Sale+OE,2000000.0,260.75,521500000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Elon Musk"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 250.00,
    ""total_value"":"
TSLA,2025-02-20,Robyn Denholm,S - Sale,15000.0,270.25,4053750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Elon Musk"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 250.00,
    ""total_value"":"
TSLA,2025-03-15,Elon Musk,P - Purchase,500000.0,280.0,140000000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Elon Musk"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 250.00,
    ""total_value"":"
TSLA,2025-04-05,Andrew Baglino,S - Sale,10000.0,290.5,2905000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Elon Musk"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 250.00,
    ""total_value"":"
TSLA,2025-05-20,Elon Musk,S - Sale+OE,3000000.0,300.25,900750000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Elon Musk"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 250.00,
    ""total_value"":"
TXN,2024-11-15,Richard K. Templeton,S - Sale,10000.0,180.5,1805000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Richard K. Templeton"",
    ""role"": ""Chairman, President and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_s"
TXN,2024-12-01,Rafael Lizardi,P - Purchase,5000.0,175.25,876250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Richard K. Templeton"",
    ""role"": ""Chairman, President and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_s"
TXN,2025-01-10,Kevin T. March,S - Sale+OE,15000.0,185.75,2786250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Richard K. Templeton"",
    ""role"": ""Chairman, President and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_s"
TXN,2025-02-20,Susan L. Blount,S - Sale,7500.0,190.0,1425000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Richard K. Templeton"",
    ""role"": ""Chairman, President and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_s"
TXN,2025-03-15,Brian Crutcher,P - Purchase,3000.0,195.5,586500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Richard K. Templeton"",
    ""role"": ""Chairman, President and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_s"
TXN,2025-04-05,Richard K. Templeton,S - Sale+OE,20000.0,200.25,4005000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Richard K. Templeton"",
    ""role"": ""Chairman, President and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_s"
TXN,2025-05-20,Rafael Lizardi,S - Sale,10000.0,205.0,2050000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Richard K. Templeton"",
    ""role"": ""Chairman, President and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_s"
VZ,2024-11-15,Hans Vestberg,S - Sale,10000.0,45.23,452300.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Hans Vestberg"",
    ""role"": ""Chairman, CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""to"
VZ,2024-12-01,Matthew D. Ellis,P - Purchase,5000.0,44.89,224450.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Hans Vestberg"",
    ""role"": ""Chairman, CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""to"
VZ,2025-01-10,Rona W. Fairhead,S - Sale+OE,7500.0,46.12,345900.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Hans Vestberg"",
    ""role"": ""Chairman, CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""to"
VZ,2025-02-20,Craig S. Silliman,S - Sale,12000.0,47.34,568080.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Hans Vestberg"",
    ""role"": ""Chairman, CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""to"
VZ,2025-03-15,Hans Vestberg,P - Purchase,8000.0,48.21,385680.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Hans Vestberg"",
    ""role"": ""Chairman, CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""to"
VZ,2025-04-05,Matthew D. Ellis,S - Sale+OE,6000.0,49.1,294600.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Hans Vestberg"",
    ""role"": ""Chairman, CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""to"
VZ,2025-05-22,Rona W. Fairhead,S - Sale,9000.0,50.32,452880.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Hans Vestberg"",
    ""role"": ""Chairman, CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""to"
